ID;Strain;RT_s;Compound;Clasificacion;BioTr_label;BioTr_count;MW;LogP;Silicos_class;GI_abs;BBB;Fold_change;p_value;Significance;Mutagenicity;pNOEC;NOEC;NOEC_num;cat;fqs_sol;fqs_gi;fqs_bbb;fqs_pers;fqs_noec;fqs_cin;FQS
506;StrainC;424.4;2-Hydroxy-3-phenylpropenoic acid;Otro;Estabilidad Máxima;0;164.16;-2.41;Soluble;High;Yes;23.62162162162162;0.0179764799374301;Significant Increase;NON-Mutagenic;-0.808;6.43;6.43;OTHER;10;10;0;10;5;10;45
507;StrainC;389.8;cis-Aconitic acid;Solubilizadores y transportadores de nutrientes;Estabilidad Máxima;0;174.11;-0.04;Soluble;High;No;27.45205479452056;0.0389805556839129;Significant Increase;NON-Mutagenic;-0.887;7706.0;7706.0;SOL;10;10;10;10;10;10;60
508;StrainC;234.1;Citraconic acid;Otro;Estabilidad Máxima;0;130.1;-0.47;Soluble;High;No;2.017410529224817;0.0049435507559411;Significant Increase;NON-Mutagenic;-0.839;6901.0;6901.0;OTHER;10;10;10;10;10;10;60
509;StrainC;254.242;2-Carboxy-2-hydroxy-8-carboxychromene;Otro;Estabilidad Máxima;0;236.18;-1.94;Soluble;High;No;3.191991786447639;6.69653919699959e-05;Significant Increase;NON-Mutagenic;-0.435;2722.0;2722.0;OTHER;10;10;10;10;10;10;60
510;StrainB;331.8;4-Formylsalicylic acid;Otro;Estabilidad Máxima;0;166.13;-2.02;Soluble;High;No;2.682634730538922;0.0106310626210528;Significant Increase;NON-Mutagenic;-0.711;5146.0;5146.0;OTHER;10;10;10;10;10;10;60
511;StrainC;188.26;2-Hydroxy-7-hydroxymethylchromene-2-carboxylic acid;Otro;Estabilidad Máxima;0;222.19;-1.62;Soluble;High;No;12.85844748858447;0.0088218299210127;Significant Increase;NON-Mutagenic;-0.878;7556.0;7556.0;OTHER;10;10;10;10;10;10;60
512;StrainD;460.841;Piceatannol;Antioxidades y captadores de ROS;Estabilidad Máxima;0;244.24;-3.52;Soluble;High;No;1.594821020563595;0.0170475107464663;Significant Increase;NON-Mutagenic;-1015.0;10341.0;10341.0;AOX;10;10;10;10;10;10;60
513;StrainC;460.841;Piceatannol;Antioxidades y captadores de ROS;Estabilidad Máxima;0;244.24;-3.52;Soluble;High;No;2.536176694592537;0.0139183746881843;Significant Increase;NON-Mutagenic;-1015.0;10341.0;10341.0;AOX;10;10;10;10;10;10;60
514;StrainC;278.559;Isomer 1 of L-Metanephrine;Otro;Estabilidad Máxima;0;197.23;-0.71;Soluble;High;No;4.155172413793103;3.914027007415294e-05;Significant Increase;NON-Mutagenic;-2395.0;248237.0;248237.0;OTHER;10;10;10;10;10;10;60
515;StrainB;278.559;Isomer 1 of L-Metanephrine;Otro;Estabilidad Máxima;0;197.23;-0.71;Soluble;High;No;2.279094827586208;0.0333061776111213;Significant Increase;NON-Mutagenic;-2395.0;248237.0;248237.0;OTHER;10;10;10;10;10;10;60
516;StrainC;326.985;N-acetyl-tryptophan;Otro;Estabilidad Máxima;0;246.26;-2.08;Soluble;High;No;12.70197044334975;0.0124380087354978;Significant Increase;NON-Mutagenic;-2115.0;130314.0;130314.0;OTHER;10;10;10;10;10;10;60
517;StrainC;303.366;Isoferulic acid;Antioxidades y captadores de ROS;Estabilidad Máxima;0;194.18;-2.11;Soluble;High;Yes;29.04040404040404;0.0089964484297642;Significant Increase;NON-Mutagenic;-0.828;6731.0;6731.0;AOX;10;10;0;10;10;10;50
518;StrainC;511.154;4-Hydroxybenzalacetone;Otro;Estabilidad Máxima;0;162.19;-2.26;Soluble;High;Yes;4.160165213400643;0.031489645185167;Significant Increase;NON-Mutagenic;-0.894;7831.0;7831.0;OTHER;10;10;0;10;10;10;50
519;StrainC;424.431;Coniferyl alcohol;Metabolitos de defensa y fitoprotección;Estabilidad Máxima;0;180.2;-2.23;Soluble;High;Yes;5.32437275985663;0.001557761647046;Significant Increase;NON-Mutagenic;-0.931;8.54;8.54;DEF;10;10;0;10;5;10;45
520;StrainC;324.71;cis-Caffeic acid;Metabolitos de defensa y fitoprotección;Estabilidad Máxima;0;180.16;-1.89;Soluble;High;No;4.300680272108844;0.0112037677183543;Significant Increase;NON-Mutagenic;-0.6;3977.0;3977.0;DEF;10;10;10;10;10;10;60
521;StrainC;465.637;N-Decanoylglycine;Otro;Estabilidad Máxima;0;229.32;-2.56;Soluble;High;Yes;3.194871794871796;0.0276606311132464;Significant Increase;NON-Mutagenic;-1019.0;10456.0;10456.0;OTHER;10;10;0;10;10;10;50
522;StrainD;180.464;O-Methyl-L-threonine;Otro;Estabilidad Máxima;0;133.15;1.47;Soluble;High;No;3.470219435736677;0.0447412226702548;Significant Increase;NON-Mutagenic;-1236.0;17.22;17.22;OTHER;10;10;10;10;8;10;58
523;StrainD;111.727;Erythronic acid;Otro;Estabilidad Máxima;0;136.1;0.86;Highly soluble;High;No;3.04718875502008;0.0139148247764724;Significant Increase;NON-Mutagenic;-1195.0;15684.0;15684.0;OTHER;10;10;10;10;10;10;60
524;StrainC;309.4;2,3-Dimethylmaleic acid;Otro;Estabilidad Máxima;0;144.13;-0.79;Soluble;High;No;7.108411214953271;0.0014558447983253;Significant Increase;NON-Mutagenic;-0.522;3323.0;3323.0;OTHER;10;10;10;10;10;10;60
525;StrainC;254.67;Leucyl-Aspartic acid;Otro;Estabilidad Máxima;0;246.26;1.61;Soluble;High;No;3.255102040816327;0.001598603363344;Significant Increase;NON-Mutagenic;-2135.0;136502.0;136502.0;OTHER;10;10;10;10;10;10;60
526;StrainC;212.944;Prolyl-Aspartic acid;Otro;Estabilidad Máxima;0;230.22;2.03;Soluble;High;No;2.145274212368729;0.0001198444994201;Significant Increase;NON-Mutagenic;-2184.0;152842.0;152842.0;OTHER;10;10;10;10;10;10;60
527;StrainC;135.399;Aspartyl-Glutamic acid;Otro;Estabilidad Máxima;0;262.22;2.05;Soluble;Low;No;2.124810510358767;0.0020275138037015;Significant Increase;Mutagenic;-2382.0;241.0;241.0;OTHER;10;3;10;10;10;10;53
528;StrainC;195.801;Seryl-Proline;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;202.21;1.54;Soluble;High;No;1.674176776429809;0.0054531891474073;Significant Increase;NON-Mutagenic;-2243.0;174791.0;174791.0;OSM;10;10;10;10;10;10;60
529;StrainC;330.141;Taxiphyllin;Otro;Estabilidad Máxima;0;311.29;-1.13;Soluble;Low;No;1.861474124411918;0.0278200188389672;Significant Increase;NON-Mutagenic;-2066.0;116329.0;116329.0;OTHER;10;3;10;10;10;10;53
530;StrainC;234.885;Aspartyl-Valine;Otro;Estabilidad Máxima;0;232.23;2.11;Soluble;High;No;2.404361370716511;0.0030335096175706;Significant Increase;NON-Mutagenic;-2663.0;460382.0;460382.0;OTHER;10;10;10;10;10;10;60
531;StrainC;260.985;Leucyl-Glutamic acid;Otro;Estabilidad Máxima;0;232.23;2.11;Soluble;High;No;2.227565982404693;0.0157427111775093;Significant Increase;NON-Mutagenic;-2517.0;329027.0;329027.0;OTHER;10;10;10;10;10;10;60
532;StrainC;543.947;Geranic acid;Otro;Estabilidad Máxima;0;168.23;-2.57;Soluble;High;Yes;6.740482969524413;0.0299350533933023;Significant Increase;NON-Mutagenic;-2082.0;120873.0;120873.0;OTHER;10;10;0;10;10;10;50
533;StrainC;327.8;2-Hydroxy-2,4-pentadienoic acid;Otro;Estabilidad Máxima;0;114.1;-0.97;Soluble;High;Yes;3.220447284345048;0.0285886463105797;Significant Increase;NON-Mutagenic;-0.645;4415.0;4415.0;OTHER;10;10;0;10;10;10;50
534;StrainB;327.8;2-Hydroxy-2,4-pentadienoic acid;Otro;Estabilidad Máxima;0;114.1;-0.97;Soluble;High;Yes;1.336261980830671;0.0017898951561088;Significant Increase;NON-Mutagenic;-0.645;4415.0;4415.0;OTHER;10;10;0;10;10;10;50
535;StrainC;276.809;2-Hydroxymuconate semialdehyde;Otro;Estabilidad Máxima;0;142.11;-0.65;Soluble;High;No;14.51397849462366;0.0148863019497659;Significant Increase;NON-Mutagenic;-0.448;2806.0;2806.0;OTHER;10;10;10;10;10;10;60
536;StrainD;464.1;Bergaptol;Metabolitos de defensa y fitoprotección;Estabilidad Máxima;0;202.16;-1.9;Soluble;High;Yes;1.86;0.010780020646574;Significant Increase;NON-Mutagenic;-0.515;3.27;3.27;DEF;10;10;0;10;5;10;45
537;StrainC;464.1;Bergaptol;Metabolitos de defensa y fitoprotección;Estabilidad Máxima;0;202.16;-1.9;Soluble;High;Yes;3.02;0.0197980969818197;Significant Increase;NON-Mutagenic;-0.515;3.27;3.27;DEF;10;10;0;10;5;10;45
538;StrainB;464.1;Bergaptol;Metabolitos de defensa y fitoprotección;Estabilidad Máxima;0;202.16;-1.9;Soluble;High;Yes;1.884444444444445;0.0233165594550135;Significant Increase;NON-Mutagenic;-0.515;3.27;3.27;DEF;10;10;0;10;5;10;45
539;StrainC;269.2;Sinapine;Metabolitos de defensa y fitoprotección;Estabilidad Moderada;8;310.37;-2.57;Soluble;High;Yes;1.370974741775888;0.0197144415485259;Significant Increase;NON-Mutagenic;-0.955;9022.0;9022.0;DEF;10;10;0;7;10;5;42
540;StrainC;188.3;4-Maleylacetoacetic acid;Metabolitos de defensa y fitoprotección;Estabilidad Moderada;4;200.15;-0.22;Soluble;High;No;9.226148409893993;0.0022779560517699;Significant Increase;NON-Mutagenic;-0.862;7282.0;7282.0;DEF;10;10;10;7;10;5;52
541;StrainC;170.0;L-Lupinic acid;Otro;Estabilidad Máxima;0;306.32;0.34;Soluble;Low;No;2.654096717614633;0.0103213391302013;Significant Increase;Mutagenic;-2028.0;106687.0;106687.0;OTHER;10;3;10;10;10;10;53
542;StrainC;356.2;Maleylpyruvic acid;Otro;Estabilidad Máxima;0;186.12;-0.22;Soluble;High;No;6.357954545454548;0.0014267054232022;Significant Increase;NON-Mutagenic;-0.373;2358.0;2358.0;OTHER;10;10;10;10;10;10;60
543;StrainD;249.674;Trans-Glutaconic Acid/Itaconic Acid;Otro;Estabilidad Máxima;0;130.1;-0.27;Soluble;High;No;3.378397609221574;0.0153118220614572;Significant Increase;NON-Mutagenic;-1325.0;21146.0;21146.0;OTHER;10;10;10;10;10;10;60
544;StrainC;249.674;Trans-Glutaconic Acid/Itaconic Acid;Otro;Estabilidad Máxima;0;130.1;-0.27;Soluble;High;No;4.86082254162516;0.0140541889643186;Significant Increase;NON-Mutagenic;-1325.0;21146.0;21146.0;OTHER;10;10;10;10;10;10;60
545;StrainC;266.7;Cis,Cis-Muconic Acid;Metabolitos de defensa y fitoprotección;Estabilidad Máxima;0;142.11;-0.65;Soluble;High;No;49.57142857142857;0.0009509946447027;Significant Increase;NON-Mutagenic;-0.434;2716.0;2716.0;DEF;10;10;10;10;10;10;60
546;StrainC;453.9;2-Isopropylmalic acid /(2R,3S)-3-Isopropylmalic acid /3-Propylmalic acid;Solubilizadores y transportadores de nutrientes;Estabilidad Máxima;0;176.17;-0.55;Soluble;High;No;20.2156862745098;0.0359608059301491;Significant Increase;NON-Mutagenic;-0.785;6093.0;6093.0;SOL;10;10;10;10;10;10;60
547;StrainC;493.106;2-Isopropylmaleic acid;Otro;Estabilidad Máxima;0;158.15;-1.06;Soluble;High;No;36.78420310296191;0.0132417980203892;Significant Increase;NON-Mutagenic;-0.72;5253.0;5253.0;OTHER;10;10;10;10;10;10;60
548;StrainC;402.1;4-Coumaryl alcohol;Metabolitos de defensa y fitoprotección;Estabilidad Moderada;3;150.17;-1.87;Soluble;High;Yes;1.946064139941691;0.0369339368932419;Significant Increase;NON-Mutagenic;-0.95;8905.0;8905.0;DEF;10;10;0;7;10;5;42
549;StrainB;402.1;4-Coumaryl alcohol;Metabolitos de defensa y fitoprotección;Estabilidad Moderada;3;150.17;-1.87;Soluble;High;Yes;2.239795918367347;0.0417710770613831;Significant Increase;NON-Mutagenic;-0.95;8905.0;8905.0;DEF;10;10;0;7;10;5;42
550;StrainB;434.6;Coniferyl aldehyde;Otro;Estabilidad Máxima;0;178.18;-2.04;Soluble;High;Yes;2.41684822076979;0.0395720153080721;Significant Increase;NON-Mutagenic;-0.688;4871.0;4871.0;OTHER;10;10;0;10;10;10;50
551;StrainC;300.2;2-Oxohept-3-enedioic acid;Otro;Estabilidad Máxima;0;172.14;-0.51;Soluble;High;No;8.269230769230768;0.0058406588182633;Significant Increase;NON-Mutagenic;-0.537;3444.0;3444.0;OTHER;10;10;10;10;10;10;60
552;StrainD;266.7;2-Aminomuconate semialdehyde;Otro;Estabilidad Máxima;0;141.12;-0.3;Soluble;High;No;1.537946727345737;0.0013091653382803;Significant Increase;NON-Mutagenic;-1926.0;84327.0;84327.0;OTHER;10;10;10;10;10;10;60
553;StrainB;266.7;2-Aminomuconate semialdehyde;Otro;Estabilidad Máxima;0;141.12;-0.3;Soluble;High;No;1.596841118993441;0.0170464667300342;Significant Increase;NON-Mutagenic;-1926.0;84327.0;84327.0;OTHER;10;10;10;10;10;10;60
554;StrainC;188.4;2-Dehydro-3-deoxy-D-xylonic acid/2-Dehydro-3-deoxy-L-arabinonic acid;Otro;Estabilidad Máxima;0;148.11;0.58;Soluble;High;No;57.5371747211896;0.0075614922664974;Significant Increase;NON-Mutagenic;-0.665;4621.0;4621.0;OTHER;10;10;10;10;10;10;60
555;StrainB;188.4;2-Dehydro-3-deoxy-D-xylonic acid/2-Dehydro-3-deoxy-L-arabinonic acid;Otro;Estabilidad Máxima;0;148.11;0.58;Soluble;High;No;7.267657992565056;0.0207463853333279;Significant Increase;NON-Mutagenic;-0.665;4621.0;4621.0;OTHER;10;10;10;10;10;10;60
556;StrainD;139.0;5-Carboxy-2-oxohept-3-enedioic acid;Otro;Estabilidad Máxima;0;216.14;-0.23;Soluble;High;No;3.379746835443039;0.0133095547160199;Significant Increase;NON-Mutagenic;-0.434;2719.0;2719.0;OTHER;10;10;10;10;10;10;60
557;StrainC;139.0;5-Carboxy-2-oxohept-3-enedioic acid;Otro;Estabilidad Máxima;0;216.14;-0.23;Soluble;High;No;4.16636528028933;0.0060651506135721;Significant Increase;NON-Mutagenic;-0.434;2719.0;2719.0;OTHER;10;10;10;10;10;10;60
558;StrainC;510.0;p-Coumaroylagmatine;Otro;Estabilidad Máxima;0;276.33;-1.52;Soluble;High;No;7.388349514563108;0.0061418900211537;Significant Increase;NON-Mutagenic;-1079.0;11997.0;11997.0;OTHER;10;10;10;10;10;10;60
559;StrainD;198.5;2-Hydroxy-5-carboxymethylmuconate semialdehyde;Otro;Estabilidad Máxima;0;200.15;-0.7;Soluble;High;No;8.746223564954683;0.0389732480189633;Significant Increase;NON-Mutagenic;-0.789;6154.0;6154.0;OTHER;10;10;10;10;10;10;60
560;StrainC;198.5;2-Hydroxy-5-carboxymethylmuconate semialdehyde;Otro;Estabilidad Máxima;0;200.15;-0.7;Soluble;High;No;12.97079556898288;0.0001548671257155;Significant Increase;NON-Mutagenic;-0.789;6154.0;6154.0;OTHER;10;10;10;10;10;10;60
561;StrainB;189.3;2-(Hydroxymethyl)-3-(acetamidomethylene)succinic acid;Otro;Estabilidad Máxima;0;217.18;0.1;Soluble;High;No;1.333333333333334;0.0391446802459121;Significant Increase;NON-Mutagenic;-0.627;4241.0;4241.0;OTHER;10;10;10;10;10;10;60
562;StrainC;278.2;2-Hydroxyhepta-2,4-dienedioic acid;Otro;Estabilidad Máxima;0;172.14;-0.78;Soluble;High;No;5.002306273062731;0.0282624093720772;Significant Increase;NON-Mutagenic;-0.704;5058.0;5058.0;OTHER;10;10;10;10;10;10;60
563;StrainD;439.7;Sinapoyl aldehyde;Metabolitos de defensa y fitoprotección;Estabilidad Máxima;1;208.21;-2.04;Soluble;High;Yes;2.159658923845928;0.0064621264264805;Significant Increase;NON-Mutagenic;-0.806;6393.0;6393.0;DEF;10;10;0;10;10;10;50
564;StrainC;439.7;Sinapoyl aldehyde;Metabolitos de defensa y fitoprotección;Estabilidad Máxima;1;208.21;-2.04;Soluble;High;Yes;2.387533078506322;0.0002248998955129;Significant Increase;NON-Mutagenic;-0.806;6393.0;6393.0;DEF;10;10;0;10;10;10;50
565;StrainD;418.3;cis-2-Hydroxycinnamic acid/trans-2-Hydroxycinnamic acid;Otro;Estabilidad Máxima;0;164.16;-2.37;Soluble;High;Yes;1.351473922902494;0.0302792586024374;Significant Increase;NON-Mutagenic;-0.748;5599.0;5599.0;OTHER;10;10;0;10;10;10;50
566;StrainC;299.238;2-Oxo-5-methyl-cis-muconic acid;Otro;Estabilidad Máxima;0;172.14;-0.74;Soluble;High;No;7.678119349005427;0.0023656495265482;Significant Increase;NON-Mutagenic;-0.406;2548.0;2548.0;OTHER;10;10;10;10;10;10;60
567;StrainC;475.3;Umbelliferone;Metabolitos de defensa y fitoprotección;Estabilidad Máxima;0;162.14;-1.37;Soluble;High;Yes;15.82882882882883;0.0269420240413919;Significant Increase;NON-Mutagenic;-0.747;5581.0;5581.0;DEF;10;10;0;10;10;10;50
568;StrainC;460.1;Coumestrol;Metabolitos de defensa y fitoprotección;Estabilidad Máxima;0;268.22;-4.17;Moderately soluble;High;No;1.390923063014194;0.029132637344717;Significant Increase;NON-Mutagenic;-0.621;4182.0;4182.0;DEF;5;10;10;10;10;10;55
569;StrainC;471.599;1-O-Caffeoyl-beta-D-Glucose;Metabolitos de defensa y fitoprotección;Estabilidad Moderada;12;342.3;-1.41;Soluble;Low;No;4.810238305383936;0.0199930572849307;Significant Increase;NON-Mutagenic;-0.613;4.1;4.1;DEF;10;3;10;7;5;5;40
570;StrainC;506.906;Rosmarinic acid;Antioxidades y captadores de ROS;Estabilidad Máxima;0;360.31;-3.44;Soluble;Low;No;1.249185185185185;0.039844549404293;Significant Increase;NON-Mutagenic;-0.413;2589.0;2589.0;AOX;10;3;10;10;10;10;53
571;StrainD;620.858;Isomer 2 of Caffeic aldehyde;Otro;Estabilidad Máxima;0;164.16;-1.78;Soluble;High;Yes;4.153700189753321;0.0058494156933123;Significant Increase;NON-Mutagenic;-0.695;4953.0;4953.0;OTHER;10;10;0;10;10;10;50
572;StrainC;620.858;Isomer 2 of Caffeic aldehyde;Otro;Estabilidad Máxima;0;164.16;-1.78;Soluble;High;Yes;5.743833017077801;0.0131840417313865;Significant Increase;NON-Mutagenic;-0.695;4953.0;4953.0;OTHER;10;10;0;10;10;10;50
573;StrainC;572.7;5-Hydroxyconiferaldehyde;Otro;Estabilidad Máxima;0;194.18;-1.84;Soluble;High;Yes;1.988847583643123;0.0221609779272954;Significant Increase;NON-Mutagenic;-0.772;5916.0;5916.0;OTHER;10;10;0;10;10;10;50
574;StrainC;559.2;5-Hydroxyconiferyl alcohol;Otro;Estabilidad Máxima;0;196.2;-1.77;Soluble;High;No;2.629931120851597;0.0282530240907088;Significant Increase;NON-Mutagenic;-0.99;9776.0;9776.0;OTHER;10;10;10;10;10;10;60
575;StrainC;361.088;trans-2,3-Dihydroxycinnamic acid;Otro;Estabilidad Máxima;0;180.16;-1.9;Soluble;High;No;11.96428571428571;0.0037135798287329;Significant Increase;NON-Mutagenic;-0.518;3299.0;3299.0;OTHER;10;10;10;10;10;10;60
576;StrainC;421.999;9,10,18-Trihydroxystearic acid;Otro;Estabilidad Máxima;0;332.48;-3.02;Soluble;High;No;29.38492063492064;0.0350586041164311;Significant Increase;NON-Mutagenic;-1407.0;25509.0;25509.0;OTHER;10;10;10;10;10;10;60
577;StrainC;269.1;2-Iminopropanoate;Otro;Estabilidad Máxima;0;87.08;-0.16;Soluble;High;No;2.221261884183233;0.0021695267748668;Significant Increase;NON-Mutagenic;-0.718;5.23;5.23;OTHER;10;10;10;10;5;10;55
578;StrainC;513.937;2-Hydroxydecanoic acid;Otro;Estabilidad Máxima;0;188.26;-2.36;Soluble;High;Yes;6.024858757062146;0.0257062481876738;Significant Increase;NON-Mutagenic;-1403.0;25.28;25.28;OTHER;10;10;0;10;8;10;48
579;StrainC;430.48;3-Hydroxycapric acid;Otro;Estabilidad Máxima;0;188.26;-2.07;Soluble;High;Yes;7.899536321483772;0.0096439507287351;Significant Increase;NON-Mutagenic;-2094.0;124043.0;124043.0;OTHER;10;10;0;10;10;10;50
580;StrainC;509.652;Traumatin;Fitohormonas y analogos hormonales;Estabilidad Máxima;0;212.29;-2.37;Soluble;High;Yes;1.839094159713945;0.0438205380769456;Significant Increase;NON-Mutagenic;-0.943;8774.0;8774.0;FIT;10;10;0;10;10;10;50
581;StrainB;175.1;6-O-Galloylglucose;Otro;Estabilidad Máxima;0;332.26;-0.59;Soluble;Low;No;2.969933184855234;0.0327699676096454;Significant Increase;NON-Mutagenic;-0.42;2.63;2.63;OTHER;10;3;10;10;5;10;48
582;StrainC;462.6;Aloesone;Otro;Estabilidad Máxima;0;232.23;-1.83;Soluble;High;Yes;1.866905758119147;0.014701882249714;Significant Increase;NON-Mutagenic;-1351.0;22451.0;22451.0;OTHER;10;10;0;10;10;10;50
583;StrainD;477.4;Coniferyl Alcohol 9-Methyl Ester;Otro;Estabilidad Máxima;0;194.23;-2.57;Soluble;High;Yes;1.863945578231293;0.0413482933508033;Significant Increase;NON-Mutagenic;-0.96;9122.0;9122.0;OTHER;10;10;0;10;10;10;50
584;StrainC;445.8;trans-2-Methyl-2-pentenoic Acid;Otro;Estabilidad Máxima;0;114.14;-1.31;Soluble;High;Yes;1.612152186257808;0.0026460279787257;Significant Increase;NON-Mutagenic;-0.905;8036.0;8036.0;OTHER;10;10;0;10;10;10;50
585;StrainD;451.9;Cinnamic Acid/Trans-Cinnamic Acid;Otro;Estabilidad Máxima;0;148.16;-2.37;Soluble;High;Yes;5.742386986949122;0.0176993310128285;Significant Increase;NON-Mutagenic;-0.655;4519.0;4519.0;OTHER;10;10;0;10;10;10;50
586;StrainD;240.6;5-Formiminotetrahydrofolic acid;Cofactores y vitaminas;Estabilidad Moderada;13;472.45;-2.69;Soluble;Low;No;2.643462246777164;0.0198822239787259;Significant Increase;Mutagenic;-2413.0;258764.0;258764.0;COF;10;3;10;7;10;5;45
587;StrainD;291.714;cis-4-Carboxymethylenebut-2-en-4-olide;Otro;Estabilidad Máxima;0;140.09;-0.66;Soluble;High;No;3.646484375;0.0087580294922007;Significant Increase;NON-Mutagenic;-0.83;6754.0;6754.0;OTHER;10;10;10;10;10;10;60
588;StrainC;291.714;cis-4-Carboxymethylenebut-2-en-4-olide;Otro;Estabilidad Máxima;0;140.09;-0.66;Soluble;High;No;6.25390625;0.0045604183350426;Significant Increase;NON-Mutagenic;-0.83;6754.0;6754.0;OTHER;10;10;10;10;10;10;60
589;StrainC;201.0;2-Dehydro-3-deoxy-L-fuconic acid/(S)-2-(Hydroxymethyl)glutaric acid;Otro;Estabilidad Máxima;0;162.14;0.21;Soluble;High;No;7.099557522123894;0.0034377245608804;Significant Increase;NON-Mutagenic;-0.662;4596.0;4596.0;OTHER;10;10;10;10;10;10;60
590;StrainC;331.772;(R)-3-((R)-3-Hydroxybutanoyloxy)butanoic acid;Otro;Estabilidad Máxima;0;190.19;-0.45;Soluble;High;No;10.55330634278003;0.0189773312088606;Significant Increase;NON-Mutagenic;-1966.0;92401.0;92401.0;OTHER;10;10;10;10;10;10;60
591;StrainC;236.9;(R)-4-Dehydropantoic acid;Cofactores y vitaminas;Estabilidad Máxima;0;146.14;-0.26;Soluble;High;No;30.46470062555853;0.0074717416763609;Significant Increase;NON-Mutagenic;-1472.0;29677.0;29677.0;COF;10;10;10;10;10;10;60
592;StrainD;124.2;Threonic Acid;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;136.1;0.86;Highly soluble;High;No;3.820843091334894;0.0025629880872534;Significant Increase;NON-Mutagenic;-1195.0;15684.0;15684.0;OSM;10;10;10;10;10;10;60
593;StrainD;608.493;Isomer 3 of 3-Hydroxyaminophenol;Otro;Estabilidad Máxima;0;125.13;-1.71;Soluble;High;Yes;1.372771474878444;0.04773661383344;Significant Increase;Mutagenic;-1.2;15836.0;15836.0;OTHER;10;10;0;10;10;10;50
594;StrainC;604.253;3-Hydroxyaminophenol;Otro;Estabilidad Máxima;0;125.13;-1.71;Soluble;High;Yes;1.411094601287766;0.0006131614195765;Significant Increase;Mutagenic;-1.2;15836.0;15836.0;OTHER;10;10;0;10;10;10;50
595;StrainC;578.341;Isomer 1 of 3-Hydroxyaminophenol;Otro;Estabilidad Máxima;0;125.13;-1.71;Soluble;High;Yes;3.571948998178505;0.0009827359294613;Significant Increase;Mutagenic;-1.2;15836.0;15836.0;OTHER;10;10;0;10;10;10;50
596;StrainC;585.037;Isomer 2 of 3-Hydroxyaminophenol;Otro;Estabilidad Máxima;0;125.13;-1.71;Soluble;High;Yes;3.029605263157895;0.0005832576910722;Significant Increase;Mutagenic;-1.2;15836.0;15836.0;OTHER;10;10;0;10;10;10;50
597;StrainC;608.493;Isomer 3 of 3-Hydroxyaminophenol;Otro;Estabilidad Máxima;0;125.13;-1.71;Soluble;High;Yes;1.996758508914101;0.001337005163827;Significant Increase;Mutagenic;-1.2;15836.0;15836.0;OTHER;10;10;0;10;10;10;50
598;StrainB;578.341;Isomer 1 of 3-Hydroxyaminophenol;Otro;Estabilidad Máxima;0;125.13;-1.71;Soluble;High;Yes;1.723132969034608;0.0356910048026635;Significant Increase;Mutagenic;-1.2;15836.0;15836.0;OTHER;10;10;0;10;10;10;50
599;StrainB;585.037;Isomer 2 of 3-Hydroxyaminophenol;Otro;Estabilidad Máxima;0;125.13;-1.71;Soluble;High;Yes;1.594298245614035;0.006724870266916;Significant Increase;Mutagenic;-1.2;15836.0;15836.0;OTHER;10;10;0;10;10;10;50
600;StrainB;604.253;3-Hydroxyaminophenol;Otro;Estabilidad Máxima;0;125.13;-1.71;Soluble;High;Yes;1.708766716196136;0.0004219316232935;Significant Increase;Mutagenic;-1.2;15836.0;15836.0;OTHER;10;10;0;10;10;10;50
