ID;Strain;RT_s;Compound;Clasificacion;BioTr_label;BioTr_count;MW;LogP;Silicos_class;GI_abs;BBB;Fold_change;p_value;Significance;Mutagenicity;pNOEC;NOEC;NOEC_num;cat;fqs_sol;fqs_gi;fqs_bbb;fqs_pers;fqs_noec;fqs_cin;FQS
405;StrainC;457.0;2,3,6-Trihydroxypyridine;Otro;Estabilidad Máxima;0;127.1;-1.86;Soluble;High;No;12.34564711960734;0.0155302055288489;Significant Increase;NON-Mutagenic;-0.713;5168.0;5168.0;OTHER;10;10;10;10;10;10;60
406;StrainD;106.328;D-Mannosamine;Otro;Estabilidad Máxima;0;179.17;1.32;Soluble;Low;No;1.399288256227758;0.0004843834915294;Significant Increase;NON-Mutagenic;-2254.0;179303.0;179303.0;OTHER;10;3;10;10;10;10;53
407;StrainC;106.328;D-Mannosamine;Otro;Estabilidad Máxima;0;179.17;1.32;Soluble;Low;No;2.518861209964413;0.0356264904265743;Significant Increase;NON-Mutagenic;-2254.0;179303.0;179303.0;OTHER;10;3;10;10;10;10;53
408;StrainB;106.328;D-Mannosamine;Otro;Estabilidad Máxima;0;179.17;1.32;Soluble;Low;No;2.058362989323844;0.0241972008461837;Significant Increase;NON-Mutagenic;-2254.0;179303.0;179303.0;OTHER;10;3;10;10;10;10;53
409;StrainC;230.0;(2R,3S)-2,3-Dimethylmalic acid;Otro;Estabilidad Máxima;0;162.14;-0.29;Soluble;High;No;8.126410835214449;0.0031125656980153;Significant Increase;NON-Mutagenic;-0.994;9.87;9.87;OTHER;10;10;10;10;5;10;55
410;StrainC;286.9;(S)-5-Amino-3-oxohexanoic acid;Otro;Estabilidad Máxima;0;145.16;1.55;Soluble;High;No;24.48598130841121;0.0013834308983185;Significant Increase;NON-Mutagenic;-3337.0;2170.74;2170.74;OTHER;10;10;10;10;10;10;60
411;StrainB;286.9;(S)-5-Amino-3-oxohexanoic acid;Otro;Estabilidad Máxima;0;145.16;1.55;Soluble;High;No;14.05957943925234;0.0053800071661984;Significant Increase;NON-Mutagenic;-3337.0;2170.74;2170.74;OTHER;10;10;10;10;10;10;60
412;StrainC;630.755;2,4'-Dihydroxyacetophenone;Otro;Estabilidad Máxima;0;152.15;-1.63;Soluble;High;No;4.372339053025416;0.0004390105634272;Significant Increase;NON-Mutagenic;-0.81;6456.0;6456.0;OTHER;10;10;10;10;10;10;60
413;StrainB;630.755;2,4'-Dihydroxyacetophenone;Otro;Estabilidad Máxima;0;152.15;-1.63;Soluble;High;No;2.208747258418268;0.0492343315907803;Significant Increase;NON-Mutagenic;-0.81;6456.0;6456.0;OTHER;10;10;10;10;10;10;60
414;StrainD;507.6;4-Hydroxyphenylacetaldehyde;Otro;Estabilidad Máxima;0;136.15;-1.33;Soluble;High;Yes;2.309037900874636;0.0242613713478114;Significant Increase;NON-Mutagenic;-0.674;4.72;4.72;OTHER;10;10;0;10;5;10;45
415;StrainB;323.161;1-O,6-O-Digalloyl-beta-D-Glucose;Otro;Estabilidad Máxima;0;484.36;-2.13;Soluble;Low;No;1.660612350804359;0.0034682914742197;Significant Increase;NON-Mutagenic;0.332;0.466;0.466;OTHER;10;3;10;10;2;10;45
416;StrainC;202.5;2-(Hydroxymethyl)-4-oxobutanoic acid;Otro;Estabilidad Máxima;0;132.11;0.54;Soluble;High;No;11.46096654275093;0.0020295418935749;Significant Increase;NON-Mutagenic;-0.851;7098.0;7098.0;OTHER;10;10;10;10;10;10;60
417;StrainC;104.34;D-Octopine;Otro;Estabilidad Máxima;0;246.26;1.49;Soluble;Low;No;3.637852593266605;0.0016957386206044;Significant Increase;NON-Mutagenic;-2596.0;394655.0;394655.0;OTHER;10;3;10;10;10;10;53
418;StrainB;104.34;D-Octopine;Otro;Estabilidad Máxima;0;246.26;1.49;Soluble;Low;No;1.544131028207461;0.039623657352391;Significant Increase;NON-Mutagenic;-2596.0;394655.0;394655.0;OTHER;10;3;10;10;10;10;53
419;StrainC;305.956;3-Hydroxy-3-methyl-2-oxobutanoic acid;Aminoacidos y precursores nitrogenados ;Estabilidad Máxima;0;132.11;-0.28;Soluble;High;No;14.34603174603175;0.0061116399048874;Significant Increase;NON-Mutagenic;-1402.0;25231.0;25231.0;AMI;10;10;10;10;10;10;60
420;StrainB;305.956;3-Hydroxy-3-methyl-2-oxobutanoic acid;Aminoacidos y precursores nitrogenados ;Estabilidad Máxima;0;132.11;-0.28;Soluble;High;No;3.73968253968254;0.025485915426242;Significant Increase;NON-Mutagenic;-1402.0;25231.0;25231.0;AMI;10;10;10;10;10;10;60
421;StrainC;290.894;(R)-2,3-Dihydroxy-3-methylbutanoic acid;Aminoacidos y precursores nitrogenados ;Estabilidad Máxima;0;134.13;0.03;Soluble;High;No;7.205217391304348;0.0023116291412522;Significant Increase;NON-Mutagenic;-1872.0;74529.0;74529.0;AMI;10;10;10;10;10;10;60
422;StrainC;239.2;(4S)-4,6-Dihydroxy-2,5-dioxohexanoic acid/Parapyruvic acid;Otro;Estabilidad Máxima;0;176.12;0.63;Soluble;Low;No;1.874858693194664;0.0409986170703417;Significant Increase;NON-Mutagenic;-0.49;3.09;3.09;OTHER;10;3;10;10;5;10;48
423;StrainD;183.9;(R)-4'-Phosphopantothenoyl-L-cysteine;Cofactores y vitaminas;Estabilidad Máxima;0;402.36;0.1;Soluble;Low;No;1.274204946996466;0.0398270266667874;Significant Increase;NON-Mutagenic;-2.34;218784.0;218784.0;COF;10;3;10;10;10;10;53
424;StrainB;183.9;(R)-4'-Phosphopantothenoyl-L-cysteine;Cofactores y vitaminas;Estabilidad Máxima;0;402.36;0.1;Soluble;Low;No;1.284098939929329;0.0068535739344033;Significant Increase;NON-Mutagenic;-2.34;218784.0;218784.0;COF;10;3;10;10;10;10;53
425;StrainB;191.4;N6-Acetyl-LL-2,6-diaminoheptanedioic acid;Otro;Estabilidad Máxima;0;232.23;1.36;Soluble;High;No;2.696658097686376;0.0416292686703895;Significant Increase;NON-Mutagenic;-0.754;5673.0;5673.0;OTHER;10;10;10;10;10;10;60
426;StrainD;183.1;N-Succinyl-LL-2,6-diaminoheptanedioic acid;Otro;Estabilidad Máxima;0;290.27;1.56;Soluble;Low;No;1.447973000447282;0.0202695539332413;Significant Increase;NON-Mutagenic;-0.733;5404.0;5404.0;OTHER;10;3;10;10;10;10;53
427;StrainC;184.2;N-Succinyl-2-L-amino-6-oxoheptanedioic acid;Otro;Estabilidad Máxima;0;289.24;-0.08;Soluble;Low;No;5.058951965065501;0.0095846452430641;Significant Increase;NON-Mutagenic;-1923.0;83823.0;83823.0;OTHER;10;3;10;10;10;10;53
428;StrainC;188.88;3-Hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylic acid;Otro;Estabilidad Máxima;0;183.16;-1.24;Soluble;High;No;1.645491803278688;0.0095541123098367;Significant Increase;NON-Mutagenic;-0.669;4665.0;4665.0;OTHER;10;10;10;10;10;10;60
429;StrainB;188.88;3-Hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylic acid;Otro;Estabilidad Máxima;0;183.16;-1.24;Soluble;High;No;1.476092896174864;0.0040887353244067;Significant Increase;NON-Mutagenic;-0.669;4665.0;4665.0;OTHER;10;10;10;10;10;10;60
430;StrainC;324.7;4-Hydroxyphenylacetylglutamic acid;Otro;Estabilidad Máxima;0;281.26;-1.44;Soluble;High;No;6.446969696969696;0.002220142776373;Significant Increase;NON-Mutagenic;-0.659;4557.0;4557.0;OTHER;10;10;10;10;10;10;60
431;StrainC;345.1;p-Hydroxyphenylacetylglycine;Otro;Estabilidad Máxima;0;209.2;-1.34;Soluble;High;No;8.33211009174312;0.0032665494984785;Significant Increase;NON-Mutagenic;-0.659;4559.0;4559.0;OTHER;10;10;10;10;10;10;60
432;StrainB;469.998;3-Methylindolepyruvic acid;Otro;Estabilidad Máxima;0;217.22;-2.64;Soluble;High;Yes;2.09806157354618;0.0143969836667656;Significant Increase;NON-Mutagenic;-1856.0;71829.0;71829.0;OTHER;10;10;0;10;10;10;50
433;StrainD;353.029;Isomer 1 of 5-Hydroxyindolepyruvic acid;Otro;Estabilidad Máxima;0;219.19;-2.07;Soluble;High;No;1.603053435114504;0.003352378815127;Significant Increase;NON-Mutagenic;-1915.0;82.21;82.21;OTHER;10;10;10;10;8;10;58
434;StrainC;353.029;Isomer 1 of 5-Hydroxyindolepyruvic acid;Otro;Estabilidad Máxima;0;219.19;-2.07;Soluble;High;No;2.014418999151824;0.0003275028137692;Significant Increase;NON-Mutagenic;-1915.0;82.21;82.21;OTHER;10;10;10;10;8;10;58
435;StrainD;222.9;gamma-Amino-gamma-cyanobutanoic acid;Otro;Estabilidad Máxima;0;128.13;1.66;Soluble;High;No;3.792228390166535;0.0196886630837433;Significant Increase;NON-Mutagenic;-2.22;166143.0;166143.0;OTHER;10;10;10;10;10;10;60
436;StrainD;249.4;2-Amino-5-oxohexanoic acid/6-Amino-2-oxohexanoic acid;Otro;Estabilidad Máxima;0;145.16;1.75;Soluble;High;No;2.148628048780488;0.0178267684938976;Significant Increase;NON-Mutagenic;-1.31;20409.0;20409.0;OTHER;10;10;10;10;10;10;60
437;StrainC;332.9;5-Hydroxyindoleacetylglycine;Otro;Estabilidad Máxima;0;248.23;-1.73;Soluble;High;No;2.022574740695545;0.002526482038118;Significant Increase;NON-Mutagenic;-0.61;4071.0;4071.0;OTHER;10;10;10;10;10;10;60
438;StrainD;302.3;2-Formaminobenzoylacetic acid;Otro;Estabilidad Máxima;0;207.18;-1.75;Soluble;High;No;2.435064935064934;0.0139260199082309;Significant Increase;Mutagenic;-2118.0;131253.0;131253.0;OTHER;10;10;10;10;10;10;60
439;StrainC;302.3;2-Formaminobenzoylacetic acid;Otro;Estabilidad Máxima;0;207.18;-1.75;Soluble;High;No;4.073593073593074;2.769896926308856e-06;Significant Increase;Mutagenic;-2118.0;131253.0;131253.0;OTHER;10;10;10;10;10;10;60
440;StrainB;302.3;2-Formaminobenzoylacetic acid;Otro;Estabilidad Máxima;0;207.18;-1.75;Soluble;High;No;1.758658008658008;0.0441576277856014;Significant Increase;Mutagenic;-2118.0;131253.0;131253.0;OTHER;10;10;10;10;10;10;60
441;StrainC;124.2;L-erythro-4-Hydroxyglutamic acid;Otro;Estabilidad Máxima;0;163.13;1.97;Soluble;Low;No;2.940261865793781;1.186809509837917e-05;Significant Increase;NON-Mutagenic;-0.9;7951.0;7951.0;OTHER;10;3;10;10;10;10;53
442;StrainB;124.2;L-erythro-4-Hydroxyglutamic acid;Otro;Estabilidad Máxima;0;163.13;1.97;Soluble;Low;No;1.751227495908347;0.0425474485629474;Significant Increase;NON-Mutagenic;-0.9;7951.0;7951.0;OTHER;10;3;10;10;10;10;53
443;StrainC;253.457;2-Hydroxybutyric acid;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;104.1;-0.39;Soluble;High;No;15.69757365684576;0.0030487999656867;Significant Increase;NON-Mutagenic;-1153.0;14233.0;14233.0;OSM;10;10;10;10;10;10;60
444;StrainC;224.3;D-erythro-3-Methylmalic acid;Otro;Estabilidad Máxima;0;148.11;-0.08;Soluble;High;No;3.926829268292683;0.0003852345389213;Significant Increase;NON-Mutagenic;-0.614;4116.0;4116.0;OTHER;10;10;10;10;10;10;60
445;StrainC;351.624;Adipate semialdehyde;Otro;Estabilidad Máxima;0;130.14;-0.23;Soluble;High;Yes;3.816384180790961;0.0164577847811818;Significant Increase;NON-Mutagenic;-1315.0;20.67;20.67;OTHER;10;10;0;10;8;10;48
446;StrainB;351.624;Adipate semialdehyde;Otro;Estabilidad Máxima;0;130.14;-0.23;Soluble;High;Yes;2.02542372881356;0.0027159937796057;Significant Increase;NON-Mutagenic;-1315.0;20.67;20.67;OTHER;10;10;0;10;8;10;48
447;StrainC;598.5;(S)-Norcoclaurine;Otro;Estabilidad Máxima;0;271.31;-3.25;Moderately soluble;High;No;4.098979138925877;0.0178754287249571;Significant Increase;NON-Mutagenic;-2631.0;427163.0;427163.0;OTHER;5;10;10;10;10;10;55
448;StrainD;377.186;2,6-Dihydroxyphenylacetic acid;Otro;Estabilidad Máxima;0;168.15;-1.54;Soluble;High;No;2.021987315010571;0.0232715638907258;Significant Increase;NON-Mutagenic;-0.641;4377.0;4377.0;OTHER;10;10;10;10;10;10;60
449;StrainB;377.186;2,6-Dihydroxyphenylacetic acid;Otro;Estabilidad Máxima;0;168.15;-1.54;Soluble;High;No;1.750105708245242;0.0106540513644536;Significant Increase;NON-Mutagenic;-0.641;4377.0;4377.0;OTHER;10;10;10;10;10;10;60
450;StrainC;582.162;Isomer 1 of 2,6-Dihydroxyphenylacetic acid;Otro;Estabilidad Máxima;0;168.15;-1.54;Soluble;High;No;16.70560747663551;0.0002382934625547;Significant Increase;NON-Mutagenic;-0.641;4377.0;4377.0;OTHER;10;10;10;10;10;10;60
451;StrainC;604.883;Isomer 2 of 2,6-Dihydroxyphenylacetic acid;Otro;Estabilidad Máxima;0;168.15;-1.54;Soluble;High;No;20.60454797559622;0.0011895313808854;Significant Increase;NON-Mutagenic;-0.641;4377.0;4377.0;OTHER;10;10;10;10;10;10;60
452;StrainC;224.0;4-Methyl-L-glutamic acid;Otro;Estabilidad Máxima;0;161.16;1.28;Soluble;High;No;3.945273631840796;0.0007162754515614;Significant Increase;NON-Mutagenic;-0.896;7873.0;7873.0;OTHER;10;10;10;10;10;10;60
453;StrainC;563.729;6-Chlorobenzene-1,2,4-triol;Otro;Estabilidad Máxima;0;160.56;-2.6;Soluble;High;Yes;7.126284875183553;0.0006303537638747;Significant Increase;NON-Mutagenic;-0.436;2728.0;2728.0;OTHER;10;10;0;10;10;10;50
454;StrainC;326.74;2,3',4,6-Tetrahydroxybenzophenone;Otro;Estabilidad Máxima;0;246.22;-3.23;Soluble;High;No;1.597472924187726;0.0309586145091972;Significant Increase;Mutagenic;-0.596;3948.0;3948.0;OTHER;10;10;10;10;10;10;60
455;StrainC;179.6;N(gamma)-Acetyldiaminobutyric acid;Otro;Estabilidad Máxima;0;160.17;2.26;Soluble;High;No;3.448136958710977;0.0023975544566551;Significant Increase;NON-Mutagenic;-2185.0;152999.0;152999.0;OTHER;10;10;10;10;10;10;60
456;StrainB;179.6;N(gamma)-Acetyldiaminobutyric acid;Otro;Estabilidad Máxima;0;160.17;2.26;Soluble;High;No;2.173212487411883;0.0239966658203649;Significant Increase;NON-Mutagenic;-2185.0;152999.0;152999.0;OTHER;10;10;10;10;10;10;60
457;StrainD;484.5;(S)-6-O-Methylnorlaudanosoline;Otro;Estabilidad Máxima;0;301.34;-3.31;Moderately soluble;High;No;2.753184512548871;0.0197529224832723;Significant Increase;NON-Mutagenic;-2597.0;394965.0;394965.0;OTHER;5;10;10;10;10;10;55
458;StrainC;484.5;(S)-6-O-Methylnorlaudanosoline;Otro;Estabilidad Máxima;0;301.34;-3.31;Moderately soluble;High;No;7.668053979064196;0.003841655693153;Significant Increase;NON-Mutagenic;-2597.0;394965.0;394965.0;OTHER;5;10;10;10;10;10;55
459;StrainB;484.5;(S)-6-O-Methylnorlaudanosoline;Otro;Estabilidad Máxima;0;301.34;-3.31;Moderately soluble;High;No;3.064699205448354;0.0044546047918589;Significant Increase;NON-Mutagenic;-2597.0;394965.0;394965.0;OTHER;5;10;10;10;10;10;55
460;StrainC;295.547;1,2-Dihydroxy-6-methylcyclohexa-3,5-dienecarboxylic acid;Otro;Estabilidad Máxima;0;170.16;-0.83;Soluble;High;No;3.761233480176212;0.0011353916388759;Significant Increase;NON-Mutagenic;-0.905;8041.0;8041.0;OTHER;10;10;10;10;10;10;60
461;StrainC;137.1;2-Deoxy-5-keto-D-gluconic acid;Otro;Estabilidad Máxima;0;178.14;0.92;Soluble;Low;No;1.267389917038928;0.0264945707629368;Significant Increase;NON-Mutagenic;-1251.0;17837.0;17837.0;OTHER;10;3;10;10;10;10;53
462;StrainB;137.1;2-Deoxy-5-keto-D-gluconic acid;Otro;Estabilidad Máxima;0;178.14;0.92;Soluble;Low;No;2.079132099553286;0.0028514803084376;Significant Increase;NON-Mutagenic;-1251.0;17837.0;17837.0;OTHER;10;3;10;10;10;10;53
463;StrainB;463.22;Metyrosine;Otro;Estabilidad Máxima;0;195.22;0.02;Soluble;High;No;2.1449608835711;0.0127722857799636;Significant Increase;NON-Mutagenic;-1001.0;10029.0;10029.0;OTHER;10;10;10;10;10;10;60
464;StrainB;513.935;10,16-Dihydroxyhexadecanoic acid;Otro;Estabilidad Máxima;0;288.42;-2.93;Soluble;High;Yes;2.230307238978247;0.0301883922135418;Significant Increase;NON-Mutagenic;-1874.0;74759.0;74759.0;OTHER;10;10;0;10;10;10;50
465;StrainC;603.723;(-)-Salsoline;Otro;Estabilidad Máxima;0;193.24;-2.13;Soluble;High;Yes;3.589253187613843;3.088370464166833e-05;Significant Increase;Mutagenic;-2.85;707443.0;707443.0;OTHER;10;10;0;10;10;10;50
466;StrainB;603.723;(-)-Salsoline;Otro;Estabilidad Máxima;0;193.24;-2.13;Soluble;High;Yes;2.536429872495446;0.0261623448963596;Significant Increase;Mutagenic;-2.85;707443.0;707443.0;OTHER;10;10;0;10;10;10;50
467;StrainC;490.6;Phlormethylbutanophenone/Phlorisovalerophenone;Otro;Estabilidad Máxima;0;210.23;-2.81;Soluble;High;No;2.486158713419457;0.0212149705552015;Significant Increase;NON-Mutagenic;-1122.0;13258.0;13258.0;OTHER;10;10;10;10;10;10;60
468;StrainC;295.2;Calystegin A3;Otro;Estabilidad Máxima;0;159.18;0.09;Soluble;High;No;4.219124373774776;0.0018826420371392;Significant Increase;NON-Mutagenic;-1514.0;32652.0;32652.0;OTHER;10;10;10;10;10;10;60
469;StrainB;295.2;Calystegin A3;Otro;Estabilidad Máxima;0;159.18;0.09;Soluble;High;No;2.350250490089305;0.0448230813926887;Significant Increase;NON-Mutagenic;-1514.0;32652.0;32652.0;OTHER;10;10;10;10;10;10;60
470;StrainC;237.2;4-Amino-4-deoxychorismic acid;Otro;Estabilidad Máxima;0;225.2;0.5;Soluble;High;No;11.64468580294802;0.0006445197150258;Significant Increase;NON-Mutagenic;-1949.0;89004.0;89004.0;OTHER;10;10;10;10;10;10;60
471;StrainC;405.021;(3S)-3-Isopropenyl-6-oxoheptanoic acid;Otro;Estabilidad Máxima;0;184.23;-1.38;Soluble;High;Yes;7.259471585244267;0.048843507247741;Significant Increase;NON-Mutagenic;-1126.0;13361.0;13361.0;OTHER;10;10;0;10;10;10;50
472;StrainC;389.465;Isomer 1 of (3S)-6-Hydroxy-3-isopropenyl-heptanoic acid;Otro;Estabilidad Máxima;0;186.25;-1.68;Soluble;High;Yes;5.511051772734016;0.0031470302143103;Significant Increase;NON-Mutagenic;-1229.0;16947.0;16947.0;OTHER;10;10;0;10;10;10;50
473;StrainC;290.6;5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylic acid;Otro;Estabilidad Máxima;0;202.12;0.48;Soluble;Low;No;1.4104589917231;0.0327278603820569;Significant Increase;Mutagenic;-2144.0;139459.0;139459.0;OTHER;10;3;10;10;10;10;53
474;StrainC;237.1;N-Acetyl-L-2-Aminoadipic acid;Otro;Estabilidad Máxima;0;203.19;-0.25;Soluble;High;No;35.85114806017418;0.0026864533982167;Significant Increase;NON-Mutagenic;-2257.0;180536.0;180536.0;OTHER;10;10;10;10;10;10;60
475;StrainB;237.1;N-Acetyl-L-2-Aminoadipic acid;Otro;Estabilidad Máxima;0;203.19;-0.25;Soluble;High;No;2.280285035629453;0.0008944216506951;Significant Increase;NON-Mutagenic;-2257.0;180536.0;180536.0;OTHER;10;10;10;10;10;10;60
476;StrainC;161.8;trans-Aconitic acid;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;174.11;-0.04;Soluble;High;No;3.367207207207207;0.0024114986470425;Significant Increase;NON-Mutagenic;-0.887;7706.0;7706.0;OSM;10;10;10;10;10;10;60
477;StrainC;252.328;Ribothymidine;Otro;Estabilidad Máxima;0;258.23;-1.76;Soluble;Low;No;10.67776096822995;0.0028929844877022;Significant Increase;NON-Mutagenic;-1914.0;82127.0;82127.0;OTHER;10;3;10;10;10;10;53
478;StrainC;437.7;Ferulic acid;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;0;194.18;-2.11;Soluble;High;Yes;1.87270565120728;0.0066898944160708;Significant Increase;NON-Mutagenic;-0.619;4162.0;4162.0;OSM;10;10;0;10;10;10;50
479;StrainC;230.0;2,4-Dihydroxycinnamate;Otro;Estabilidad Máxima;0;180.16;-1.9;Soluble;High;No;6.948519605228061;0.0279443283059605;Significant Increase;NON-Mutagenic;-0.934;8588.0;8588.0;OTHER;10;10;10;10;10;10;60
480;StrainB;230.0;2,4-Dihydroxycinnamate;Otro;Estabilidad Máxima;0;180.16;-1.9;Soluble;High;No;2.04187783408909;0.0211920515295346;Significant Increase;NON-Mutagenic;-0.934;8588.0;8588.0;OTHER;10;10;10;10;10;10;60
481;StrainD;565.231;5-Hydroxyferulic acid methyl ester;Otro;Estabilidad Máxima;0;210.18;-1.95;Soluble;High;No;4.629124753219892;0.0404365530187077;Significant Increase;NON-Mutagenic;-0.671;4687.0;4687.0;OTHER;10;10;10;10;10;10;60
482;StrainC;565.231;5-Hydroxyferulic acid methyl ester;Otro;Estabilidad Máxima;0;210.18;-1.95;Soluble;High;No;2.903074175049356;0.02404711774982;Significant Increase;NON-Mutagenic;-0.671;4687.0;4687.0;OTHER;10;10;10;10;10;10;60
483;StrainD;247.392;(2S,5S)-trans-Carboxymethylproline;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;2;173.17;1.05;Soluble;High;No;11.0;0.0032494696767835;Significant Increase;NON-Mutagenic;-0.621;4174.0;4174.0;OSM;10;10;10;10;10;10;60
484;StrainB;247.392;(2S,5S)-trans-Carboxymethylproline;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Máxima;2;173.17;1.05;Soluble;High;No;9.49266862170088;0.0100958220079248;Significant Increase;NON-Mutagenic;-0.621;4174.0;4174.0;OSM;10;10;10;10;10;10;60
485;StrainC;261.0;(R)-2,3-Dihydroxy-3-methylpentanoic acid;Otro;Estabilidad Máxima;0;148.16;-0.33;Soluble;High;No;51.03846153846154;0.0002954441406017;Significant Increase;NON-Mutagenic;-1694.0;49394.0;49394.0;OTHER;10;10;10;10;10;10;60
486;StrainC;307.4;3-Hydroxyhippuric acid;Otro;Estabilidad Máxima;0;195.17;-1.07;Soluble;High;No;5.394624832786088;9.052238622769848e-05;Significant Increase;NON-Mutagenic;-0.762;5786.0;5786.0;OTHER;10;10;10;10;10;10;60
487;StrainC;509.164;N-Undecanoylglycine;Otro;Estabilidad Máxima;0;243.34;-2.92;Soluble;High;Yes;2.881701631701632;0.0051766111997265;Significant Increase;NON-Mutagenic;-1062.0;11.54;11.54;OTHER;10;10;0;10;8;10;48
488;StrainD;103.854;Isomer 1 of Neuraminic acid;Otro;Estabilidad Máxima;0;267.23;2.55;Soluble;Low;No;1.235207100591716;0.0008275472717036;Significant Increase;NON-Mutagenic;-2329.0;213322.0;213322.0;OTHER;10;3;10;10;10;10;53
489;StrainD;89.055;Neuraminic acid;Otro;Estabilidad Máxima;0;267.23;2.55;Soluble;Low;No;1.23536231884058;0.0340411597781735;Significant Increase;NON-Mutagenic;-2329.0;213322.0;213322.0;OTHER;10;3;10;10;10;10;53
490;StrainC;89.055;Neuraminic acid;Otro;Estabilidad Máxima;0;267.23;2.55;Soluble;Low;No;2.132753623188406;0.0394602406293357;Significant Increase;NON-Mutagenic;-2329.0;213322.0;213322.0;OTHER;10;3;10;10;10;10;53
491;StrainC;495.7;3-Methylsalicylaldehyde;Otro;Estabilidad Máxima;0;136.15;-2.44;Soluble;High;Yes;3.276944065484312;0.018593545863262;Significant Increase;NON-Mutagenic;-0.834;6826.0;6826.0;OTHER;10;10;0;10;10;10;50
492;StrainC;287.367;N-Isovaleroylglycine;Otro;Estabilidad Máxima;0;159.18;-1.46;Soluble;High;No;18.23076923076923;0.0003355502024467;Significant Increase;NON-Mutagenic;-1195.0;15675.0;15675.0;OTHER;10;10;10;10;10;10;60
493;StrainD;147.168;4-Chloro-L-lysine;Otro;Estabilidad Máxima;0;180.63;1.22;Soluble;High;No;1.3882797731569;0.0086766696999828;Significant Increase;Mutagenic;-0.383;2413.0;2413.0;OTHER;10;10;10;10;10;10;60
494;StrainC;289.075;Glutamyl-Phenylalanine;Otro;Estabilidad Máxima;0;294.3;0.21;Soluble;High;No;4.95250320924262;0.0022208769086155;Significant Increase;NON-Mutagenic;-2354.0;225.79;225.79;OTHER;10;10;10;10;10;10;60
495;StrainC;233.88;3-Methylmalic acid;Otro;Estabilidad Máxima;0;148.11;-0.08;Soluble;High;No;3.859335038363172;2.080704420748905e-06;Significant Increase;NON-Mutagenic;-0.614;4116.0;4116.0;OTHER;10;10;10;10;10;10;60
496;StrainC;267.7;3-Hydroxy-L-proline/trans-3-Hydroxy-L-proline;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Moderada;3;131.13;1.41;Soluble;High;No;4.236956521739131;0.0171000793261687;Significant Increase;NON-Mutagenic;-1279.0;19022.0;19022.0;OSM;10;10;10;7;10;5;52
497;StrainB;267.7;3-Hydroxy-L-proline/trans-3-Hydroxy-L-proline;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Moderada;3;131.13;1.41;Soluble;High;No;2.706521739130435;0.03838909882108;Significant Increase;NON-Mutagenic;-1279.0;19022.0;19022.0;OSM;10;10;10;7;10;5;52
498;StrainC;315.435;N-Phenylacetylaspartic acid;Otro;Estabilidad Máxima;0;251.24;-1.35;Soluble;High;No;3.153321976149915;0.0427297462799603;Significant Increase;NON-Mutagenic;-0.984;9648.0;9648.0;OTHER;10;10;10;10;10;10;60
499;StrainC;197.6;6-Hydroxy-3-succinoylpyridine;Otro;Estabilidad Máxima;0;195.17;-1.53;Soluble;High;No;13.01415094339623;0.0108595554262657;Significant Increase;NON-Mutagenic;-0.521;3321.0;3321.0;OTHER;10;10;10;10;10;10;60
500;StrainC;326.572;N-Formyltryptophan;Otro;Estabilidad Máxima;0;232.24;-2.28;Soluble;High;No;3.491745283018868;0.0016856002868398;Significant Increase;NON-Mutagenic;-2036.0;108722.0;108722.0;OTHER;10;10;10;10;10;10;60
501;StrainC;566.9;2-Hydroxy-3-(4-hydroxyphenyl)propenoic acid /3-(3,5-Dihydroxyphenyl)-2-propenoic acid;Metabolitos de defensa y fitoprotección;Estabilidad Máxima;0;180.16;-2.03;Soluble;High;No;45.73134328358209;0.00421549658331;Significant Increase;NON-Mutagenic;-0.584;3836.0;3836.0;DEF;10;10;10;10;10;10;60
502;StrainD;354.2;Crotonic Acid;Otro;Estabilidad Máxima;0;86.09;-0.76;Soluble;High;Yes;1.55014605647517;0.027483749904379;Significant Increase;NON-Mutagenic;-1398.0;24993.0;24993.0;OTHER;10;10;0;10;10;10;50
503;StrainC;438.7;4-Coumaric acid;Osmoprotectores y tolerancia a estrés abiotico;Estabilidad Moderada;4;164.16;-2.02;Soluble;High;Yes;6.210937500000001;0.0053266126100822;Significant Increase;NON-Mutagenic;-0.773;5932.0;5932.0;OSM;10;10;0;7;10;5;42
504;StrainB;274.8;Mesaconic Acid;Otro;Estabilidad Máxima;0;130.1;-0.47;Soluble;High;No;4.94488188976378;0.0333023965095733;Significant Increase;NON-Mutagenic;-0.839;6901.0;6901.0;OTHER;10;10;10;10;10;10;60
505;StrainC;451.9;4-Hydroxycinnamyl aldehyde;Otro;Estabilidad Máxima;0;148.16;-2.13;Soluble;High;Yes;6.543239951278928;0.0016791806992231;Significant Increase;NON-Mutagenic;-0.689;4888.0;4888.0;OTHER;10;10;0;10;10;10;50
